package,version,found_by,containers
axis2-kernel,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
axis2-kernel,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
axis2-transport-http,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
axis2-transport-http,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
axis2-transport-local,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
axis2-transport-local,1.5.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
base-files,9.4ubuntu4.5,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
base-passwd,3.5.39,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bash,4.3-14ubuntu1.2,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-anim,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-awt-util,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-bridge,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-codec,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-css,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-dom,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-ext,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-extension,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-gui-util,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-gvt,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-parser,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-script,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-svg-dom,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-svggen,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-swing,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-transcoder,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-util,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
batik-xml,svn-trunk,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bayeux-api,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bayeux-api,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
beans,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bluecove,2.1.1-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bluecove-emu,2.1.1-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
browser,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
browser-dl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bsdmainutils,9.0.6ubuntu3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
bsdutils,1:2.27.1-6ubuntu3.3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ca-certificates,20170717~16.04.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cfbutils,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
charsets,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
charsets,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
client_services_api,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
client_services_impl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cloud-center-client,1.20.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cloud-console-client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cloud-mjs-model-client,1.11.0-rc-1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
coder,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
coder_java_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-client,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-client,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-common,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-common,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-server,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-java-server,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-websocket-jetty,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cometd-websocket-jetty,2.5.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comfyj,2.10,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common,14.6-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common,16.1-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
common_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-beanutils,1.8.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-beanutils,1.8.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-beanutils,1.9.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-beanutils,1.9.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-cli,1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-cli,1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-codec,1.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-codec,1.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-collections,3.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-collections,3.2.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-collections,3.2.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-collections-generic,4.01,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-compress,1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-compress,1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-compress,1.8.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-compress,1.8.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-fileupload,1.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-fileupload,1.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-httpclient,3.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-httpclient,3.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-io,2.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-io,2.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-io,2.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-io,2.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-lang,2.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-lang,2.6,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-lang,2.6,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-lang3,3.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-lang3,3.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-logging,1.1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-logging,1.1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
commons-net,2.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comp_utils_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comp_utils_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comp_utils_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comparisons,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comparisons_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comparisons_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
comparisons_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
computils,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector-bundle,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector-common,14.6-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector-dev,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector_api,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector_impl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
connector_interface,16.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
control,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
controllib,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
coreutils,8.25-2ubuntu3~16.04,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cosg_impl,2.1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cosg_java_api,2.1.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cpp,4:5.3.1-1ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
cpp-5,5.4.0-6ubuntu1~16.04.5,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
curl,7.47.0-1ubuntu2.5,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dash,0.5.8-2.1ubuntu2,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dastudio,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
data-exporter,1.0.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
data-exporter,1.0.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dbus,1.10.6-1ubuntu3.3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ddux-model-client,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ddux-model-client,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dduxws-installer-client,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dduxws-installer-client,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
debconf,1.5.58ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
debianutils,4.7,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
deploy,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
deploy,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
deployedworkers,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
desktop,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
destroy,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
diffutils,1:3.3-3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
distcomp,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
distcomp_jar_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dnsns,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dnsns,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dom4j,1.6.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dpkg,1.18.4ubuntu1.3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dws_client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dws_client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dws_client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
dws_client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
e2fslibs,1.42.13-1ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
e2fsprogs,1.42.13-1ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
editor,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
editor_api,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
editor_data_service,14.6-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
editor_data_service,16.1-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
engine-gecko,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
engine-gecko15,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
engine-ie,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
engine-webkit,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fatalexit,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
felix,1.8.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fiddler,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fiddler-dl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
file,1:5.25-2ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
file_service,4.7.5,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
file_service_java_api,1.1.2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
filesystem_adapter,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
filesystem_adapter_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
filesystem_adapter_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
filesystem_adapter_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
find_files_api,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
findutils,4.6.0+git+20160126-2,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fixedpoint_java_util_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fontbox,2.0.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fontconfig,2.11.94-0ubuntu1.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fontconfig-config,2.11.94-0ubuntu1.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fonts-dejavu-core,2.35-1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
fop,2.2.0-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
foundation_libraries,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
foxtrot-core,4.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
framework_api,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
framework_impl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gcc-5-base,5.4.0-6ubuntu1~16.04.5,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gcc-6-base,6.0.1-0ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gds-core-client-jar,1.11.0-sprint-66,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gds-jobs-client,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
geronimo-stax-api_1.0_spec,1.0.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
geronimo-stax-api_1.0_spec,1.0.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
glazedlists_java15,1.7.1.alpha20070420,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
glazedlists_java15,1.7.1.alpha20070420,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gluegen-rt,2.3.2-rc-20160914,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gnupg,1.4.20-1ubuntu3.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
google-collect,15.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
google-collect,15.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gpgv,1.4.20-1ubuntu3.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
grep,2.25-1~16.04.1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
groff-base,1.22.3-7,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
group,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
group-dl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gson,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gson,2.2.4,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guava,15.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guava,15.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guava,18.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guava,18.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guice,4.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guice,4.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guice-assistedinject,4.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guice-assistedinject,4.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
guide,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gunit,3.3,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
gzip,1.6-4ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
h2,1.0.76,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoop,1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoop,2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoopjob,1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoopjob,2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadooplink,1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadooplink,2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadooppoolmanager,1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadooppoolmanager,2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoopserializer,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hadoopserializer,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hdfs,1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hdfs,2,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
helpsearch,2.7.1,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
helpui,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hg,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hicolor-icon-theme,0.15-0ubuntu1,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
hostname,3.16ubuntu2,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
html,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
httpcore,4.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
httpcore,4.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6core,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6extra,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6http,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6https,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6js,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6swing,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6util,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ib6xalan,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ice,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
icessl,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
ide,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
impl,1.0.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
init,1.29ubuntu4,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
init-system-helpers,1.29ubuntu4,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
initscripts,2.88dsf-59.3ubuntu2,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
insserv,1.14.0-5ubuntu3,dpkgdb-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_api_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
install_core_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installagent,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installagent_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installagent_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installagent_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installservicehandler,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installwizard,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
installwizard,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
instrument,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
instrument_java_res,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
instutil,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
instutil,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
internal-connector,14.6-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
internal-connector,16.1-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
internalservices,14.6-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
internalservices,16.1-main-SNAPSHOT,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
javabuilder,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
javaws,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
javaws,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jce,1.7.0_51,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jce,1.7.0_51,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jcr,2.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jdom,1.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jdom,1.0,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jersey-json,1.8,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-client,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-client,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-continuation,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-continuation,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-http,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-http,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-io,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-io,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-jmx,7.6.8.v20121106,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-jmx,7.6.8.v20121106,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-security,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-security,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-server,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-server,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-servlet,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-servlet,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-servlets,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-servlets,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-util,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-util,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-webapp,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-webapp,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-websocket,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-websocket,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-xml,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jetty-xml,8.1.9.v20130131,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jfr,1.7.0_60,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jfr,1.7.0_60,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jfxrt,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jfxrt,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jgoodies-forms,1.3.0 2009-12-21 07:55:18,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jgoodies-forms,1.3.0 2009-12-21 07:55:18,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jgoodies-looks,2.0.3 2006-06-10 10:33:14,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-action,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-charts,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-common,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-components,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-dialogs,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-dock,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
jide-grids,,java-cataloger,docker://brainlife/mrtrix_on_mcr:1.0
